original_Nr. Matricola,original_Cod. Cli/For,original_RAGIONESOCIALE,original_Commessa,original_Cod. Dest.,original_H2DES,original_INDIRIZZO,original_CITTA,original_CAP,original_PROVINCIA,original_NAZIONE,original_LONG,original_LAT,original_Fatt-Fitt,lat,lon,formatted,name,housenumber,district,street,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
L93699109,1201001608,COSTAT SRL COSTRUZIONI STAMPI ENGINEERING,LB051,,Linea LEM_93,VIA MONVISO 23,VILLARBASSE,10090,TO,Italia,7.497056048,45.04962992,3828,45.049075,7.497188,"Via Monviso, 23, 10090 Comune di Villarbasse Torino, Italia",,23,,Via Monviso,10090,,Comune di Villarbasse,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L93701138,1201000789,OFFICINE S. GIACOMO SRL,LB081,,Linea LEM_93,VIA MEUCCI 14/18,VITTORIO VENETO,31029,TV,Italia,12.312177500,45.9525033,1180,,,,,,,,,,,,,,,,,,,,,,
L93704176,1201001635,FAZZINI FULVIO LAME IND. SNC DI FAZZINI A. & C.,LB119,,Linea LEM_93,VIALE DEL COMMERCIO 10,VERONA,37135,VR,Italia,10.803333300,45.538563,-2568,45.4098616,10.9814203,"Viale del Commercio, 10, 37135 Verona VR, Italia",,10,,Viale del Commercio,37135,Borgo Roma,Verona,Verona,VR,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93794017,1201000104,TECNODINAMICA SRL,3294,,Obsoleta,VIALE EUROPA 37/38 Z.I.,FARRA DI SOLIGO,31010,TV,Italia,12.153608314,45.89905248,-1423,,,,,,,,,,,,,,,,,,,,,,
L93894024,1201000045,C.A.M. SRL,6294,,Obsoleta,VIA SELICE 2/F,MORDANO,40027,BO,Italia,11.760354914,44.40677305,2333,44.398435,11.811478,"40027 Comune di Mordano (Mordano), Italia",,,Comune di Mordano,,40027,,Mordano,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
L93899119,1201000090,SIMEC S.P.A. MACC.LAVORAZIONE,LB061,,Linea LEM_93,VIA E. FERMI 4,CASTELLO DI GODEGO,31030,TV,Italia,11.876809298,45.69066429,2438,45.69053015,11.8749504345953,"SIMEC SPA, Via Enrico Fermi, 4, 31030 Castello di Godego TV, Italia",SIMEC SPA,4,Comune di Castello di Godego,Via Enrico Fermi,31030,Santa Giustina,Castello di Godego,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0401079,1201001242,AUTOMODEL SRL,LM080,,Linea SIRIO_M,VIA MARCONI 28/5,ARESE,20020,MI,Italia,9.088313996,45.53902718,4218,,,,,,,,,,,,,,,,,,,,,,
LM0499030,1201001068,FRANCI SRL,LM031,1,Linea SIRIO_M,VIA ALLE FORNACI 27,VALMADRERA,23968,LC,Italia,9.360226851,45.8403161,4096,45.83823,9.361955,"Via Fornaci, 27, 23968 Valmadrera LC, Italia",,27,Comune di Valmadrera,Via Fornaci,23968,,Valmadrera,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LM0499040,1201000986,KARL MAYER ROTAL SRL,LM041,,Linea SIRIO_M,VIA TRENTO 136,MEZZOLOMBARDO,38017,TN,Italia,11.104271169,46.19749283,-4987,,,,,,,,,,,,,,,,,,,,,,
LM0598025,1201000928,CASTEF SRL,LM026,,Linea SIRIO_M,LOCALITA' GERETTA 8,EUPILIO,22030,CO,Italia,9.249754356,45.80441724,-2347,45.8182246,9.2646735,"Eupilio, LOM, Italia",,,,,,,Eupilio,Como,CO,Lombardia,LOM,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0599035,1201000973,VECOM SRL,LM036,,Linea SIRIO_M,"VIALE DELL'INDUSTRIA, 64",PADOVA,35100,PD,Italia,11.928232168,45.41064979,-1987,45.410804,11.927985,"Viale dell'Industria, 64, 35129 Padova PD, Italia",,64,Comune di Padova,Viale dell'Industria,35129,,Padova,Padova,PD,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LM0600065,1201001088,STILMEC SRL,LM066,,Linea SIRIO_M,VIA DON G. DELL'ACQUA 2H,BARZAGO,23890,LC,Italia,9.317265098,45.75062777,-1216,,,,,,,,,,,,,,,,,,,,,,
LM0600067,1201000770,COMIG SOCIETA' COOPERATIVA,LM068,,Linea SIRIO_M,VIA CONFINI DI ONARA 16/A,CITTADELLA,35013,PD,Italia,11.803390712,45.63936527,2446,,,,,,,,,,,,,,,,,,,,,,
LM0601088,1201000535,RAVAGNAN SPA,LM089,,Linea SIRIO_M,VIA XXV APRILE,LIMENA,35010,PD,Italia,11.852502112,45.45802766,-191,45.5003822,11.8595422,"Via Venticinque Aprile, 35010 Vigodarzere PD, Italia",Via Venticinque Aprile,,,Via Venticinque Aprile,35010,,Vigodarzere,Padova,PD,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0601093,1201001308,CR STAMPI SRL,LM094,,Linea SIRIO_M,VIA DELL'INDUSTRIA 4,CASTELPLANIO,60030,AN,Italia,13.114478715,43.5014398,3671,,,,,,,,,,,,,,,,,,,,,,
LM0602084,1201001409,FIM FOND.INDUSTRIALIMONDOVI',LM085,1,Linea SIRIO_M,VIA CATTANEO,RORETO DI CHERASCO,12060,CN,Italia,7.825905715,44.67028972,-1292,44.454208,7.984239,"Via Galli, 10, 12060 Marsaglia CN, Italia",,10,,Via Galli,12060,,Marsaglia,Cuneo,CN,Piemonte,PIE,Italia,it,0,1,,© OpenAddresses contributors,BSD-3-Clause License,
LM0602094,1201001322,CAMU SRL,LM095,,Linea SIRIO_M,"VIA DELL'ARTIGIANATO, 20",BRESSANVIDO,36050,VI,Italia,11.654633800,45.6510289,1250,,,,,,,,,,,,,,,,,,,,,,
LM0602096,1201001307,METASTAMPI SNC,LM097,,Linea SIRIO_M,VIA MOLINO 16/C,CASTELBELLINO,60030,AN,Italia,13.158242129,43.49375563,970,,,,,,,,,,,,,,,,,,,,,,
LM0602099,1201001433,GAMMA MECCANICA SPA,LM100,,Linea SIRIO_M,VIA SACCO E VANZETTI 13,BIBBIANO,42021,RE,Italia,10.504857287,44.6679318,-825,44.666246,10.507276,"Via Sacco E Vanzetti, 13, Bibbiano RE, Italia",,13,,Via Sacco E Vanzetti,,,Bibbiano,Reggio Emilia,RE,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LM0602101,1201001384,NUOVA OMG SRL CON SOCIO UNICO,LM102,,Linea SIRIO_M,VIA DELLA BURCHIELLA 19,RAVENNA,48122,RA,Italia,12.253674273,44.44964546,-1465,44.4495367,12.253489,"Via della Burchiella, 19, 48122 Ravenna RA, Italia",,19,,Via della Burchiella,48122,,Ravenna,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0602106,1201000104,TECNODINAMICA SRL,LM107,,Linea SIRIO_M,VIALE EUROPA 37/38 Z.I.,FARRA DI SOLIGO,31010,TV,Italia,12.153608314,45.89905248,-4613,,,,,,,,,,,,,,,,,,,,,,
LM0602109,1201001414,GALOSSO GIOVANNI E C. SNC,LM110,,Linea SIRIO_M,VIA REANO 1,RIVALTA DI TORINO,10040,TO,Italia,7.499381488,45.01997958,2179,45.0198965,7.4995654,"Via Reano, 1, 10040 Rivalta di Torino Torino, Italia",,1,,Via Reano,10040,Area industriale di Rivalta,Rivalta di Torino,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0602110,1201001422,MOSCONI SPA,LM111,,Linea SIRIO_M,V.LE DEL COMMERCIO 7,VERONA,37135,VR,Italia,10.982019629,45.41086654,1224,45.410882,10.981772,"V.le Del Commercio, 7, 37135 Verona VR, Italia",,7,Comune di Verona,V.le Del Commercio,37135,,Verona,Verona,VR,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LM0602111,1201001429,BERGESE & C. SRL,LM112,1,Linea SIRIO_M,VIA SAVIGLIANO 36,RORETO DI CHERASCO,12040,CN,Italia,7.828415785,44.66959383,2545,44.667661,7.826558,"Via Savigliano, 36, 12062 Roreto CN, Italia",,36,Comune di Cherasco,Via Savigliano,12062,,Roreto,Cuneo,CN,Piemonte,PIE,Italia,it,0.33333333333333337,0.33333333333333337,0.33333333333333337,© OpenAddresses contributors,BSD-3-Clause License,
LM0603122,1201001509,O.M.S.A. SRL,LM123,2,Linea SIRIO_M,VIA CREVADA 63,REFRONTOLO,31020,TV,Italia,12.230667541,45.88356848,-4265,,,,,,,,,,,,,,,,,,,,,,
LM0604131,1201001593,SUSTA SRL,LM132,1,Linea SIRIO_M,ZONA INDUSTRIALE VILLA ZACCATO,CASTELLALTO,64020,TE,Italia,13.866625415,42.69839601,-3929,42.6780416,13.8215888,"Castellalto, ABR, Italia",,,,,,,Castellalto,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0604135,1201001263,METALTEKNICA SRL,LM136,,Linea SIRIO_M,VIA ARTIGIANATO 8 - Z.A.,CUPRAMONTANA,60034,AN,Italia,13.172601416,43.47482807,3376,43.4455544,13.1155997,"60034 Cupramontana, Italia",,,,,60034,,Cupramontana,Ancona,AN,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0604140,1201001654,COSTR.MECC.LANTICINA SNC DI GIANCARLO E STEFANO L.,LM141,,Linea SIRIO_M,VIA RISORGIMENTO 9,MAGENTA,20013,MI,Italia,8.869110998,45.45801852,4976,45.457918,8.869316,"Via Risorgimento, 9, 20013 Magenta MI, Italia",,9,Comune di Magenta,Via Risorgimento,20013,,Magenta,Milano,MI,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LM0696002,1201000812,VESCO & GOTTARDO SRL,LM002,,Linea SIRIO_M,VIA MACCHIAVELLI 18,MOGLIANO VENETO,31021,TV,Italia,12.232337793,45.5543288,2080,45.5612886,12.2376973,"31021 Mogliano Veneto, Italia",,,,,31021,,Mogliano Veneto,Treviso,TV,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0696005,1201000703,OFFICINE ZUANETTI SRL,LM005,,Linea SIRIO_M,VIA LUSORE 6,FIUMICELLO CAMPODARSEGO,35011,PD,Italia,11.963017567,45.52111821,-3210,45.5,11.96667,"Comune di Villanova di Camposampiero (Fiumicello), VEN, Italia",,,Comune di Villanova di Camposampiero,,,,Fiumicello,Padova,PD,Veneto,VEN,Italia,it,0.125,0.5,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
LM0697016,1201000346,CI-ESSE DI ANTONELLI GIANCARLO,LM017,,Linea SIRIO_M,VIA MARSALA 34,MONZA,20900,MB,Italia,9.263602969,45.57625588,-4615,45.5761291,9.2640109,"Via Marsala, 34, 20900 Monza MB, Italia",,34,Molinetto,Via Marsala,20900,San Carlo,Monza,Monza e della Brianza,MB,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0698021,1201000920,FANTINI MECCANICA SRL,LM022,1,Linea SIRIO_M,STR.PROV.LE CASILINA,LOC.CASARENE -ANAGNI,3012,FR,Italia,13.156757369,41.72578336,-586,41.729679,13.139536,"Via Casilina, 79, 03012 Comune di Anagni FR, Italia",,79,,Via Casilina,03012,,Comune di Anagni,Frosinone,FR,Lazio,LAZ,Italia,it,0.7695,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
LM0699032,1201000961,MECCANICA H7 S.R.L.,LM033,,Linea SIRIO_M,ZONA INDUSTRIALE CAMPOLUNGO,ASCOLI PICENO,63100,AP,Italia,13.705791398,42.85514804,-257,42.855122,13.685285,"Zona Campolungo, 63100 Ascoli Piceno AP, Italia",Zona Campolungo,,,,63100,Zona Industriale Campolungo,Ascoli Piceno,Ascoli Piceno,AP,Marche,MAR,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0699036,1201000974,OMIS COMMERCIALE SRL,LM037,,Linea SIRIO_M,"VIA CHIZZALUNGA, 6",SANDRIGO,36066,VI,Italia,11.583857000,45.6533281,-580,,,,,,,,,,,,,,,,,,,,,,
LM0699039,1201000079,SYSTEMEC SNC DI SALVADORI E MARCHETTO,LM040,,Linea SIRIO_M,VIA DELL'ARTIGIANATO 3,TREBASELEGHE,35010,PD,Italia,11.975153529,45.56822346,246,45.5831946,12.0499523,"Via dell'Artigianato, 3, 35010 Trebaseleghe PD, Italia",,3,Comune di Trebaseleghe,Via dell'Artigianato,35010,,Trebaseleghe,Padova,PD,Veneto,VEN,Italia,it,1,1,1,,,
LM0802108,1201001378,OFFICINE E. BIGLIA & C. SPA,LM109,,Linea SIRIO_M,VIA MARTIRI DELLA LIBERTA' 35,INCISA SCAPACCINO,14045,AT,Italia,8.375355402,44.80220211,1030,44.806627,8.373248,"Via Martiri della Libertà, 35, 14045 Incisa Scapaccino AT, Italia",,35,Comune di Incisa Scapaccino,Via Martiri della Libertà,14045,,Incisa Scapaccino,Asti,AT,Piemonte,PIE,Italia,it,1,1,1,,,
LM0802113,1201000963,FIMECO SRL,LM114,1,Linea SIRIO_M,ZONA INDUSTRIALE,CONTROGUERRA,64010,TE,Italia,13.807969144,42.86758422,4089,42.855366,13.821078,"64010 Comune di Controguerra (Controguerra), Italia",,,Comune di Controguerra,,64010,,Controguerra,Teramo,TE,Abruzzo,ABR,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
LM0804147,1201001096,TECOS SRL,LM148,,Linea SIRIO_M,VIALE CADUTI SUL LAVORO N.5,MONSANO,60030,AN,Italia,13.285970285,43.56802375,674,43.562561,13.25007,"Monsano, MAR, Italia",,,,,,,Monsano,Ancona,AN,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM1001068,1201000920,FANTINI MECCANICA SRL,LM069,1,Linea SIRIO_M,STR.PROV.LE CASILINA,LOC.CASARENE -ANAGNI,3012,FR,Italia,13.156757369,41.72578336,-4374,41.725414,13.164913,"Via Casilina, 125, 03012 Comune di Anagni FR, Italia",,125,,Via Casilina,03012,,Comune di Anagni,Frosinone,FR,Lazio,LAZ,Italia,it,0.7695,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
LM1200066,1201001120,BONINO CARDING MACHINES SRL,LM067,,Linea SIRIO_M,VIA GRAMSCI 3,SANDIGLIANO BIELLA,13876,BI,Italia,8.075954267,45.52901551,-4425,45.529074,8.0753342,"Via Antonio Gramsci, 3, 13876 Sandigliano BI, Italia",,3,Comune di Sandigliano,Via Antonio Gramsci,13876,Cascina Era,Sandigliano,Biella,BI,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM1600069,1201001172,SCM GROUP SPA UNITA'STEELMEC,LM070,1,Linea SIRIO_M,"S.S. 258 MARECCHIA, 57",VILLA VERUCCHIO,47827,RN,Italia,12.421241924,43.99496035,-971,43.994742,12.421148,"Via Statale Marecchia, 57, 47826 Villa Verucchio RN, Italia",,57,Verucchio,Via Statale Marecchia,47826,,Villa Verucchio,Rimini,RN,Emilia-Romagna,EMI,Italia,it,0.44099999999999995,1,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LT1095001,1201000639,COS.ME.L SNC DI LACOGNATA TRASPARANO C.,2795,,Obsoleta,V.LE GIOVANNI XXIII 106,LONATE POZZOLO,21015,VA,Italia,8.778152627,45.59653383,-4737,45.5967722,8.7547313,"21015 Lonate Pozzolo, Italia",,,,,21015,,Lonate Pozzolo,Varese,VA,Lombardia,LOM,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LT1096003,1201001625,PENTHA SRL,LT002,,Linea SIRIO_T,VIA MARCHE 11,SCHIO,36015,VI,Italia,11.387702600,45.7199968,3262,45.720113,11.384334,"Via Marche, 11, 36015 Schio VI, Italia",,11,Comune di Santorso,Via Marche,36015,Zona Industriale Schio,Schio,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
LT1503017,1201000896,VETIMEC SOCIETA' COOPERATIVA,LT016,,Linea SIRIO_T,VIA CASTAGNINI 21,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,-2023,44.5428171,11.2624457,"Via Angiolino Castagnini, 21, 40012 Calderara di Reno BO, Italia",,21,Unione Terre d'Acqua,Via Angiolino Castagnini,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
M0898019,1201000937,BIFRANGI SPA,XM007,,Linea M_ARX,VIA MANZONI 14 CAS.POST.79,MUSSOLENTE,36065,VI,Italia,11.791141269,45.77306511,-2610,45.7715545,11.7982866,"Via Manzoni, 14, 36065 Mussolente VI, Italia",,14,,Via Manzoni,36065,,Mussolente,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
M1209001,1201001233,ESTE MECCANICA SRL SOCIETA' UNIPERSONALE,R1846,,Obsoleta,VIA G. GALILEI 4,ESTE,35042,PD,Italia,11.681772954,45.22103522,3170,45.2225475,11.6822529,"Via Galileo Galilei, 4, 35042 Este PD, Italia",,4,Comune di Este,Via Galileo Galilei,35042,,Este,Padova,PD,Veneto,VEN,Italia,it,1,1,1,,,
M1293004,1201000090,SIMEC S.P.A. MACC.LAVORAZIONE,XMO02,,,VIA E. FERMI 4,CASTELLO DI GODEGO,31030,TV,Italia,11.876809298,45.69066429,2725,45.69053015,11.8749504345953,"SIMEC SPA, Via Enrico Fermi, 4, 31030 Castello di Godego TV, Italia",SIMEC SPA,4,Comune di Castello di Godego,Via Enrico Fermi,31030,Santa Giustina,Castello di Godego,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
M1402025,1201001291,RIVAL LAVORAZIONI E COSTRUZ.MECC. SRL,XM015,,Linea M_ARX,VIA DEL LAVORO 9,CARUGATE,20061,MI,Italia,9.340420400,45.5592479,-2603,,,,,,,,,,,,,,,,,,,,,,
O0292013,1201000959,FEMA SAS,O013,1,,VIA XXV APRILE 43,MISSAGLIA,23873,LC,Italia,9.351308314,45.69834782,-4709,45.6986954,9.3509224,"Via Venticinque Aprile, 43, 23873 Missaglia LC, Italia",,43,Missaglia,Via Venticinque Aprile,23873,,Missaglia,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,,,
O0293019,1201001625,PENTHA SRL,O019,,,VIA MARCHE 11,SCHIO,36015,VI,Italia,11.387702600,45.7199968,-787,45.720113,11.384334,"Via Marche, 11, 36015 Schio VI, Italia",,11,Comune di Santorso,Via Marche,36015,Zona Industriale Schio,Schio,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O0392002,1201000186,SIM MECCANICA S.R.L,O002,,,VIA PALUDE 2,TERNATE,21020,VA,Italia,8.702962800,45.7882137,-903,45.7856365,8.6996815,"Via Palude, 2, 21020 Ternate VA, Italia",,2,Comune di Ternate,Via Palude,21020,,Ternate,Varese,VA,Lombardia,LOM,Italia,it,1,1,1,,,
O292010,1201001232,ENNEGI SRL,O010,1,,VIA SAN LEO 6,PESARO,61100,PU,Italia,12.892929800,43.9053414,-2130,43.906015,12.892103,"Via San Leo, 6, 61122 Pesaro PU, Italia",,6,Comune di Pesaro,Via San Leo,61122,,Pesaro,Pesaro e Urbino,PU,Marche,MAR,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O292011,1201000492,O.M.A.R.T. SRL,O011,,,"VIA DEL PROGRESSO 40, ZI CAVAZZALE",MONTICELLO CONTE OTTO,36010,VI,Italia,11.565577951,45.60804893,2747,45.6080156,11.5655917,"O.M.A.R.T. srl, Via del Progresso, 40, 36010 Cavazzale VI, Italia",O.M.A.R.T. srl,40,,Via del Progresso,36010,,Cavazzale,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
O292015,1201000486,MAURI SPA,O015,,,VIA PROVINCIALE 50 FRAZ. BRONG,GARBAGNATE MONASTERO,22040,CO,Italia,9.290753429,45.77106185,-2046,45.7619254,9.3129835,"Via Provinciale, 50, 23846 Brongio LC, Italia",,50,Garbagnate Monastero,Via Provinciale,23846,,Brongio,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,,,
O292016,1201000496,MODELLERIA DI MODINI ALESSANDRO E C. S.A.S.,O016,,,VIA GALILEO FERRARIS 9,GUSSAGO,25064,BS,Italia,10.151829986,45.55300756,-1074,45.563914,10.159392,"Via Galileo Galilei, 9, 25064 Comune di Gussago BS, Italia",,9,,Via Galileo Galilei,25064,,Comune di Gussago,Brescia,BS,Lombardia,LOM,Italia,it,0.486,1,0.486,© OpenAddresses contributors,BSD-3-Clause License,
O29204,1201000336,MECCANICA PI.ERRE SRL,O004,,,VIA BORELLO 6,BEDIZZOLE,25081,BS,Italia,10.442756300,45.5114042,3050,45.508724,10.440491,"Via Borello, 6, 25081 Bedizzole BS, Italia",,6,Comune di Bedizzole,Via Borello,25081,,Bedizzole,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O29207,1201001666,GHIDINI GIUSEPPE BOSCO SPA,O007,,,VIA G. D'ANNUNZIO 27,VILLA CARCINA,25069,BS,Italia,10.196591653,45.62361878,114,45.623824,10.195612,"Via Gabriele D'Annunzio, 27, 25069 Villa Carcina BS, Italia",,27,Comune di Villa Carcina,Via Gabriele D'Annunzio,25069,,Villa Carcina,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O29209,1201000332,I.S.A. VASCELLI SRL,O009,,,VIA DELLE BASSE 12,COLLECCHIO,43044,PR,Italia,10.203958648,44.74461965,-3192,44.745475,10.202789,"Via Delle Basse, 12, 43044 Collecchio PR, Italia",,12,Comune di Collecchio,Via Delle Basse,43044,,Collecchio,Parma,PR,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O293022,1201000553,TORNERIA T.R.C.G. SRL,O022,,,"VIALE DELL'ARTIGIANATO, 15",ROVERBELLA,46048,MN,Italia,10.768950737,45.19915022,3476,45.2657803,10.767527,"46048 Roverbella, Italia",,,,,46048,,Roverbella,Mantova,MN,Lombardia,LOM,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
O394021,1201000350,BENACCHIO SRL,O021,,,VIA DELLE INDUSTRIE 98,CARTIGLIANO,36050,VI,Italia,11.692023006,45.69699371,-4413,45.699562,11.6920979,"Via delle Industrie, 98, 36050 Cartigliano VI, Italia",,98,Comune di Cartigliano,Via delle Industrie,36050,,Cartigliano,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
PM4000020,1201001333,FAIB SPA,RR017,,Resi Rivenduti,VIA PORTILE 5,BASSANO DEL GRAPPA,36061,VI,Italia,11.747346356,45.75730331,3375,45.7571238,11.7469507,"Via Portile, 5, 36061 Bassano del Grappa VI, Italia",,5,Comune di Cassola,Via Portile,36061,Borgo Vittorio Veneto,Bassano del Grappa,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
PM4001033,1201000043,STRUMENTI SCIENTIFICI CINEL SRL,PM033,,Linea PRAGMA_M,VIA DELL'ARTIGIANATO 14-14/A,VIGONZA,35010,PD,Italia,11.954312893,45.43274491,-1946,45.397101,11.994627,"Via dell'Artigianato, 14, 30030 Tombelle VE, Italia",,14,Comune di Vigonovo,Via dell'Artigianato,30030,,Tombelle,Venezia,VE,Veneto,VEN,Italia,it,0.28125,0.3125,0.3125,© OpenAddresses contributors,BSD-3-Clause License,
PM4098001,1201001625,PENTHA SRL,PM001,,Linea PRAGMA_M,VIA MARCHE 11,SCHIO,36015,VI,Italia,11.387702600,45.7199968,-850,45.720113,11.384334,"Via Marche, 11, 36015 Schio VI, Italia",,11,Comune di Santorso,Via Marche,36015,Zona Industriale Schio,Schio,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
PM4099009,1201000262,S.C.S. SRL,PM009,,Linea PRAGMA_M,VIA MILANO 12,PONTOGLIO,25037,BS,Italia,9.857811322,45.58153195,3399,,,,,,,,,,,,,,,,,,,,,,
PM6000015,1201000262,S.C.S. SRL,PM015,,Linea PRAGMA_M,VIA MILANO 12,PONTOGLIO,25037,BS,Italia,9.857811322,45.58153195,-247,,,,,,,,,,,,,,,,,,,,,,
PM6001032,1201001409,FIM FOND.INDUSTRIALIMONDOVI',PM032,1,Linea PRAGMA_M,VIA CATTANEO,RORETO DI CHERASCO,12060,CN,Italia,7.825905715,44.67028972,4224,44.474837,8.011748,"Via Roma, 154, 12060 Murazzano CN, Italia",,154,Murazzano,Via Roma,12060,,Murazzano,Cuneo,CN,Piemonte,PIE,Italia,it,0,1,,© OpenAddresses contributors,BSD-3-Clause License,
PM6002041,1201001292,BIANCHIN E POLI SRL,PM041,,Linea PRAGMA_M,VIA V. VENETO 71,ANGIARI,37050,VR,Italia,11.282509956,45.21450301,-4208,,,,,,,,,,,,,,,,,,,,,,
PM6002043,1201000100,MATESS SRL,PM043,,Linea PRAGMA_M,VIA A.GRANDI 12,MONTEBELLUNA,31044,TV,Italia,12.016586658,45.77999281,-3520,45.779289,12.016677,"Via Achille Grandi, 12, 31044 Montebelluna TV, Italia",,12,Comune di Caerano di San Marco,Via Achille Grandi,31044,Contea,Montebelluna,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
